type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Rumah Second,"Rp8,2 M","Tebet, Kota Jakarta Selatan",4 KT,LT 200m²,LB 300m²,SHM
Rumah Second,"Rp6,5 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 323m²,LB 250m²,SHM
Rumah Second,"Rp1,9 M","Kebon Jeruk, Kota Jakarta Barat",4 KT,LT 75m²,LB 122m²,SHM
Rumah Second,"Rp3,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 187m²,LB 250m²,SHM
Rumah Second,Rp795 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 67m²,LB 45m²,SHM
Rumah Second,"Rp1,9 M","Cakung, Kota Jakarta Timur",4 KT,LT 102m²,LB 75m²,SHM
Rumah Second,Rp995 Jt,"Cipayung, Kota Jakarta Timur",3 KT,LT 60m²,LB 75m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 83m²,LB 230m²,SHM
Rumah Second,Rp970 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",4 KT,LT 102m²,LB 180m²,SHM
Rumah Second,"Rp1,8 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 77m²,LB 95m²,SHM
Rumah Second,Rp6 M,"Pasar Minggu, Kota Jakarta Selatan",7 KT,LT 340m²,LB 300m²,SHM
Rumah Second,"Rp3,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 101m²,LB 116m²,SHM
Rumah Second,"Rp2,6 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 98m²,
Rumah Second,"Rp1,3 M","Kebayoran Baru, Kota Jakarta Selatan",2 KT,LT 41m²,LB 82m²,SHM
Rumah Second,"Rp1,7 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 150m²,SHM
Rumah Second,"Rp2,4 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 150m²,SHM
Rumah Second,"Rp2,9 M","Kebon Jeruk, Kota Jakarta Barat",3 KT,LT 120m²,LB 300m²,SHM
Rumah Baru,Rp 397 Jt - Rp 987 Jt,"Koja, Kota Jakarta Utara",2-3 KT,LT 21-42m²,LB 36-54m²,
Rumah Second,"Rp1,8 M","Cengkareng, Kota Jakarta Barat",2 KT,LT 75m²,LB 75m²,SHM
Rumah Second,"Rp8,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",6 KT,LT 380m²,LB 650m²,SHM
Rumah Second,"Rp2,4 M","Kebon Jeruk, Kota Jakarta Barat",4 KT,LT 88m²,LB 128m²,SHM
Rumah Second,"Rp7,2 M","Tanah Abang, Kota Jakarta Pusat",3 KT,LT 201m²,LB 310m²,SHM
Rumah Second,Rp15 M,"Tanjung Priok, Kota Jakarta Utara",5 KT,LT 271m²,LB 1000m²,SHM
Rumah Second,"Rp1,4 M","Kalideres, Kota Jakarta Barat",2 KT,LT 90m²,LB 150m²,SHM
Rumah Second,"Rp16,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 793m²,LB 353m²,SHM
Rumah Second,"Rp1,7 M","Kalideres, Kota Jakarta Barat",5 KT,LT 90m²,LB 175m²,SHM
Rumah Second,Rp260 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp9,2 M","Kalideres, Kota Jakarta Barat",4 KT,LT 240m²,LB 357m²,SHM
Rumah Second,"Rp2,5 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 117m²,LB 200m²,SHM
Rumah Second,"Rp1,5 M","Pasar Rebo, Kota Jakarta Timur",4 KT,LT 202m²,LB 127m²,SHM
Rumah Second,"Rp5,3 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 460m²,LB 500m²,SHM
Rumah Second,"Rp2,9 M","Senen, Kota Jakarta Pusat",3 KT,LT 75m²,LB 150m²,SHM
Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,SHM
Rumah Second,Rp5 M,"Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 141m²,LB 236m²,SHM
Rumah Second,Rp20 M,"Pancoran, Kota Jakarta Selatan",6 KT,LT 964m²,LB 401m²,SHM
Rumah Second,"Rp1,7 M","Kelapa Gading, Kota Jakarta Utara",2 KT,LT 78m²,LB 80m²,SHM
Rumah Second,Rp950 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 36m²,LB 78m²,SHM
Rumah Second,"Rp7,9 M","Kembangan, Kota Jakarta Barat",6 KT,LT 374m²,LB 900m²,SHM
Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 80m²,LB 140m²,SHM
Rumah Second,"Rp2,5 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 117m²,LB 200m²,SHM
Rumah Second,Rp515 Jt,"Johar Baru, Kota Jakarta Pusat",2 KT,LT 24m²,LB 41m²,SHM
Rumah Second,"Rp1,4 M","Ciracas, Kota Jakarta Timur",3 KT,LT 85m²,LB 135m²,SHM
Rumah Second,"Rp1,6 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 66m²,LB 120m²,SHM
Rumah Second,Rp635 Jt,"Pasar Rebo, Kota Jakarta Timur",2 KT,LT 60m²,LB 45m²,SHM
Rumah Second,Rp190 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",1 KT,LT 26m²,LB 26m²,
Rumah Second,Rp160 Jt,"Ciracas, Kota Jakarta Timur",1 KT,LT 23m²,LB 40m²,SHM
Rumah Second,"Rp2,6 M","Cipayung, Kota Jakarta Timur",5 KT,LT 201m²,LB 250m²,SHM
Rumah Second,Rp625 Jt,"Pasar Minggu, Kota Jakarta Selatan",2 KT,LT 72m²,LB 45m²,SHM
Rumah Second,"Rp2,3 M","Kembangan, Kota Jakarta Barat",3 KT,LT 60m²,LB 98m²,SHM
Rumah Second,Rp615 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 69m²,LB 45m²,SHM
Rumah Second,"Rp491,5 Jt","Johar Baru, Kota Jakarta Pusat",2 KT,LT 23m²,LB 39m²,SHM
Rumah Second,"Rp21,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 942m²,LB 500m²,SHM
Rumah Second,Rp650 Jt,"Kebayoran Lama, Kota Jakarta Selatan",2 KT,LT 64m²,LB 45m²,SHM
Rumah Second,"Rp2,3 M","Cengkareng, Kota Jakarta Barat",5 KT,LT 96m²,LB 144m²,SHM
Rumah Second,Rp554 Jt,"Johar Baru, Kota Jakarta Pusat",2 KT,LT 26m²,LB 41m²,SHM
Rumah Second,"Rp2,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 84m²,LB 90m²,SHM
Rumah Second,"Rp3,1 M","Cakung, Kota Jakarta Timur",3 KT,LT 60m²,LB 120m²,SHM
Rumah Second,"Rp1,4 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 83m²,LB 135m²,SHM
Rumah Second,Rp620 Jt,"Kemayoran, Kota Jakarta Pusat",2 KT,LT 60m²,LB 45m²,SHM
Rumah Second,Rp613 Jt,"Johar Baru, Kota Jakarta Pusat",2 KT,LT 30m²,LB 40m²,SHM
Rumah Second,Rp1 M,"Senen, Kota Jakarta Pusat",4 KT,LT 110m²,LB 110m²,SHM
Rumah Second,"Rp10,5 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 449m²,LB 500m²,HGB
Rumah Second,Rp610 Jt,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 60m²,LB 45m²,SHM
Rumah Second,"Rp4,3 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 160m²,LB 235m²,SHM
Rumah Second,Rp600 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 45m²,SHM
Rumah Second,"Rp5,6 M","Pasar Minggu, Kota Jakarta Selatan",7 KT,LT 276m²,LB 200m²,SHM
Rumah Second,"Rp4,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 115m²,LB 300m²,SHM
Rumah Second,"Rp15,5 M","Kebayoran Baru, Kota Jakarta Selatan",10 KT,LT 259m²,LB 350m²,SHM
Rumah Second,"Rp2,7 M","Tanjung Priok, Kota Jakarta Utara",5 KT,LT 208m²,LB 350m²,SHM
Rumah Baru,Rp 813 Jt - Rp 1 M,"Ciracas, Kota Jakarta Timur",3 KT,LT 77-84m²,LB 73-76m²,
Rumah Second,"Rp4,6 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 271m²,LB 218m²,SHM
Rumah Second,"Rp1,4 M","Kalideres, Kota Jakarta Barat",2 KT,LT 72m²,LB 72m²,SHM
Rumah Baru,"Rp 2 M - Rp 3,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 73-77m²,LB 140-175m²,SHM
Rumah Second,Rp400 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 60m²,LB 36m²,SHM
Rumah Second,Rp400 Jt,"Cilincing, Kota Jakarta Utara",2 KT,LT 60m²,LB 36m²,SHM
Rumah Second,"Rp8,7 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 320m²,LB 350m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 100m²,LB 200m²,SHM
Rumah Second,"Rp1,8 M","Cakung, Kota Jakarta Timur",4 KT,LT 162m²,LB 120m²,SHM
Rumah Second,"Rp8,7 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 321m²,LB 500m²,SHM
Rumah Second,"Rp8,9 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 404m²,LB 500m²,SHM
Rumah Second,Rp65 M,"Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 1382m²,LB 1000m²,SHM
Rumah Second,"Rp3,6 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 101m²,LB 250m²,SHM
Rumah Second,Rp17 M,"Jagakarsa, Kota Jakarta Selatan",5 KT,LT 365m²,LB 300m²,SHM
Rumah Second,Rp725 Jt,"Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 80m²,LB 76m²,SHM
Rumah Second,Rp630 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 40m²,LB 60m²,SHM
Rumah Second,Rp2 M,"Makasar, Kota Jakarta Timur",3 KT,LT 193m²,LB 145m²,SHM
Rumah Second,Rp800 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 38m²,LB 80m²,SHM
Rumah Second,"Rp2,6 M","Cengkareng, Kota Jakarta Barat",5 KT,LT 120m²,LB 210m²,SHM
Rumah Second,Rp4 M,"Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 320m²,LB 100m²,SHM
Rumah Second,"Rp1,6 M","Kalideres, Kota Jakarta Barat",2 KT,LT 128m²,LB 110m²,HGB
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 255m²,LB 200m²,SHM
Rumah Second,"Rp2,3 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 50m²,LB 109m²,SHM
Rumah Second,"Rp2,6 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 90m²,LB 180m²,SHM
Rumah Second,"Rp55,3 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",6 KT,LT 865m²,LB 365m²,SHM
Rumah Second,Rp20 M,"Mampang Prapatan, Kota Jakarta Selatan",4 KT,LT 887m²,LB 900m²,SHM
Rumah Second,"Rp1,6 M","Kalideres, Kota Jakarta Barat",6 KT,LT 98m²,LB 186m²,SHM
Rumah Second,Rp5 M,"Duren Sawit, Kota Jakarta Timur",5 KT,LT 337m²,LB 300m²,SHM
Rumah Second,"Rp4,7 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 196m²,LB 300m²,SHM
Rumah Second,"Rp1,7 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 91m²,LB 180m²,SHM
Rumah Second,"Rp1,1 M","Jagakarsa, Kota Jakarta Selatan",2 KT,LT 103m²,LB 60m²,SHM
Rumah Second,Rp20 M,"Cempaka Putih, Kota Jakarta Pusat",5 KT,LT 375m²,LB 600m²,
Rumah Second,"Rp3,9 M","Tanjung Priok, Kota Jakarta Utara",6 KT,LT 160m²,LB 250m²,
Rumah Second,Rp895 Jt,"Ciracas, Kota Jakarta Timur",3 KT,LT 54m²,LB 64m²,SHM
Rumah Second,Rp9 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 321m²,LB 280m²,SHM
Rumah Second,"Rp1,4 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 100m²,LB 95m²,SHM
Rumah Second,"Rp1,6 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 80m²,LB 90m²,SHM
Rumah Second,"Rp12,5 M","Tebet, Kota Jakarta Selatan",4 KT,LT 375m²,LB 275m²,SHM
Rumah Second,"Rp2,3 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 176m²,LB 122m²,SHM
Rumah Second,"Rp15,4 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 335m²,LB 400m²,SHM
Rumah Second,"Rp1,4 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 63m²,
Rumah Second,"Rp6,4 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 166m²,LB 258m²,SHM
Rumah Second,"Rp1,6 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 112m²,LB 100m²,SHM
Rumah Second,"Rp2,8 M","Kemayoran, Kota Jakarta Pusat",5 KT,LT 149m²,LB 225m²,SHM
Rumah Second,"Rp3,6 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 120m²,LB 200m²,SHM
Rumah Second,"Rp11,4 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 580m²,LB 220m²,SHM
Rumah Second,"Rp1,2 M","Cengkareng, Kota Jakarta Barat",3 KT,LT 90m²,LB 72m²,SHM
Rumah Second,Rp1 M,"Matraman, Kota Jakarta Timur",3 KT,LT 30m²,LB 80m²,SHM
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",3 KT,LT 90m²,LB 69m²,
Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 87m²,LB 120m²,SHM
Rumah Second,Rp850 Jt,"Koja, Kota Jakarta Utara",1 KT,LT 145m²,LB 145m²,SHM
Rumah Second,"Rp4,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 168m²,LB 250m²,SHM
Rumah Second,"Rp1,7 M","Kalideres, Kota Jakarta Barat",3 KT,LT 62m²,LB 100m²,SHM
Rumah Second,"Rp1,9 M","Kalideres, Kota Jakarta Barat",3 KT,LT 128m²,LB 160m²,SHM
Rumah Second,Rp525 Jt,"Jatinegara, Kota Jakarta Timur",2 KT,LT 65m²,LB 70m²,
Rumah Second,"Rp3,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 105m²,LB 180m²,SHM
Rumah Second,"Rp3,3 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 97m²,LB 180m²,SHM
Rumah Second,"Rp1,8 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 154m²,LB 100m²,SHM
Rumah Second,"Rp1,2 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 48m²,LB 80m²,SHM
Rumah Second,Rp350 Jt,"Johar Baru, Kota Jakarta Pusat",1 KT,LT 30m²,LB 40m²,
Rumah Second,Rp980 Jt,"Pasar Rebo, Kota Jakarta Timur",5 KT,LT 118m²,LB 160m²,SHM
Rumah Second,Rp605 Jt,"Pancoran, Kota Jakarta Selatan",2 KT,LT 60m²,LB 45m²,SHM
Rumah Second,"Rp5,5 M","Johar Baru, Kota Jakarta Pusat",3 KT,LT 280m²,LB 300m²,SHM
Rumah Second,"Rp1,4 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 62m²,LB 64m²,SHM
Rumah Second,"Rp1,4 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 1400m²,LB 425m²,SHM
Rumah Second,Rp9 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 398m²,LB 350m²,SHM
Rumah Second,"Rp38,9 M","Menteng, Kota Jakarta Pusat",4 KT,LT 810m²,LB 800m²,SHM
Rumah Second,Rp705 Jt,"Cilincing, Kota Jakarta Utara",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",4 KT,LT 150m²,LB 250m²,SHM
Rumah Second,Rp670 Jt,"Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp650 Jt,"Tebet, Kota Jakarta Selatan",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,"Rp2,7 M","Pasar Minggu, Kota Jakarta Selatan",9 KT,LT 319m²,LB 250m²,SHM
Rumah Second,"Rp3,2 M","Johar Baru, Kota Jakarta Pusat",3 KT,LT 203m²,LB 210m²,SHM
Rumah Second,"Rp1,3 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 108m²,LB 130m²,SHM
Rumah Second,"Rp3,8 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 192m²,LB 178m²,SHM
Rumah Second,"Rp3,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",15 KT,LT 178m²,LB 350m²,SHM
Rumah Second,"Rp1,2 M","Cipayung, Kota Jakarta Timur",3 KT,LT 66m²,LB 82m²,SHM
Rumah Second,"Rp7,5 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 210m²,LB 400m²,SHM
Rumah Second,"Rp7,5 M","Duren Sawit, Kota Jakarta Timur",6 KT,LT 350m²,LB 600m²,SHM
Rumah Second,Rp15 M,"Tanjung Priok, Kota Jakarta Utara",5 KT,LT 271m²,LB 1000m²,SHM
Rumah Second,Rp975 Jt,"Cipayung, Kota Jakarta Timur",4 KT,LT 100m²,LB 140m²,SHM
Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",3 KT,LT 78m²,LB 100m²,SHM
Rumah Second,"Rp6,9 M","Kelapa Gading, Kota Jakarta Utara",5 KT,LT 181m²,LB 320m²,SHM
Rumah Second,"Rp3,1 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 200m²,LB 380m²,SHM
Rumah Second,"Rp7,8 M","Tanah Abang, Kota Jakarta Pusat",14 KT,LT 232m²,LB 246m²,SHM
Rumah Second,Rp825 Jt,"Pasar Minggu, Kota Jakarta Selatan",2 KT,LT 93m²,LB 70m²,SHM
Rumah Second,Rp155 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 36m²,
Rumah Second,"Rp1,8 M","Cipayung, Kota Jakarta Timur",4 KT,LT 163m²,LB 230m²,SHM
Rumah Second,"Rp3,9 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 134m²,LB 184m²,SHM
Rumah Second,"Rp5,3 M","Duren Sawit, Kota Jakarta Timur",6 KT,LT 180m²,LB 310m²,SHM
Rumah Second,"Rp2,3 M","Kalideres, Kota Jakarta Barat",3 KT,LT 83m²,LB 130m²,SHM
Rumah Second,"Rp8,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",10 KT,LT 290m²,LB 550m²,SHM
Rumah Second,"Rp1,4 M","Matraman, Kota Jakarta Timur",3 KT,LT 52m²,LB 70m²,SHM
Rumah Second,"Rp3,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 132m²,LB 142m²,
Rumah Second,Rp5 M,"Cipayung, Kota Jakarta Timur",5 KT,LT 250m²,LB 300m²,SHM
Rumah Baru,"Rp 4,3 M - Rp 5,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 101m²,LB 150m²,SHM
Rumah Second,"Rp1,3 M","Pasar Rebo, Kota Jakarta Timur",4 KT,LT 70m²,LB 86m²,SHM
Rumah Second,Rp300 Jt,"Sawah Besar, Kota Jakarta Pusat",2 KT,LT 27m²,LB 54m²,SHM
Rumah Second,Rp10 M,"Jatinegara, Kota Jakarta Timur",4 KT,LT 400m²,LB 350m²,SHM
Rumah Second,"Rp1,7 M","Cengkareng, Kota Jakarta Barat",4 KT,LT 90m²,LB 132m²,SHM
Rumah Second,Rp18 M,"Menteng, Kota Jakarta Pusat",12 KT,LT 242m²,LB 300m²,SHM
Rumah Second,"Rp3,5 M","Kalideres, Kota Jakarta Barat",4 KT,LT 120m²,LB 240m²,SHM
Rumah Second,"Rp1,6 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 67m²,LB 120m²,SHM
Rumah Second,Rp750 Jt,"Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 53m²,LB 95m²,SHM
Rumah Second,"Rp1,2 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 205m²,LB 150m²,SHM
Rumah Second,"Rp1,1 M","Cipayung, Kota Jakarta Timur",4 KT,LT 81m²,LB 72m²,SHM
Rumah Second,"Rp1,5 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 68m²,LB 120m²,SHM
Rumah Second,"Rp4,3 M","Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 136m²,LB 100m²,SHM
Rumah Second,"Rp5,2 M","Jagakarsa, Kota Jakarta Selatan",6 KT,LT 403m²,LB 350m²,SHM
Rumah Second,"Rp16,5 M","Cilandak, Kota Jakarta Selatan",7 KT,LT 329m²,LB 830m²,SHM
Rumah Second,Rp9 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 120m²,LB 280m²,SHM
Rumah Second,Rp125 M,"Kebayoran Lama, Kota Jakarta Selatan",11 KT,LT 2050m²,LB 1000m²,SHM
Rumah Second,"Rp12,5 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 189m²,LB 300m²,SHM
Rumah Second,"Rp1,3 M","Pasar Rebo, Kota Jakarta Timur",3 KT,LT 150m²,LB 150m²,SHM
Rumah Second,"Rp3,6 M","Pasar Rebo, Kota Jakarta Timur",5 KT,LT 360m²,LB 400m²,SHM
Rumah Second,"Rp3,4 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 200m²,LB 190m²,SHM
Rumah Second,"Rp5,9 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 184m²,LB 286m²,SHM
Rumah Second,"Rp17,5 M","Kebayoran Lama, Kota Jakarta Selatan",10 KT,LT 635m²,LB 600m²,SHM
Rumah Second,"Rp2,4 M","Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 253m²,LB 150m²,SHM
Rumah Second,"Rp1,6 M","Ciracas, Kota Jakarta Timur",3 KT,LT 100m²,LB 180m²,SHM
Rumah Second,Rp480 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 49m²,LB 95m²,SHM
Rumah Second,"Rp2,5 M","Grogol Petamburan, Kota Jakarta Barat",3 KT,LT 115m²,LB 160m²,SHM
Rumah Second,Rp45 M,"Menteng, Kota Jakarta Pusat",10 KT,LT 719m²,LB 657m²,SHM
Rumah Second,"Rp8,5 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 313m²,LB 403m²,SHM
Rumah Second,"Rp12,5 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 277m²,LB 250m²,SHM
Rumah Second,"Rp1,8 M","Cipayung, Kota Jakarta Timur",5 KT,LT 163m²,LB 230m²,SHM
Rumah Second,Rp9 M,"Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 285m²,LB 300m²,SHM
Rumah Second,"Rp3,3 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 178m²,LB 156m²,SHM
Rumah Second,Rp975 Jt,"Cipayung, Kota Jakarta Timur",3 KT,LT 54m²,LB 72m²,SHM
Rumah Second,"Rp1,6 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 64m²,LB 100m²,SHM
Rumah Second,"Rp1,8 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 67m²,LB 150m²,SHM
Rumah Second,"Rp1,9 M","Cipayung, Kota Jakarta Timur",4 KT,LT 115m²,LB 125m²,SHM
Rumah Second,"Rp15,5 M","Mampang Prapatan, Kota Jakarta Selatan",18 KT,LT 515m²,LB 620m²,SHM
Rumah Second,"Rp2,5 M","Cipayung, Kota Jakarta Timur",3 KT,LT 165m²,LB 75m²,SHM
Rumah Second,Rp1 M,"Cipayung, Kota Jakarta Timur",3 KT,LT 60m²,LB 75m²,SHM
Rumah Second,Rp980 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 70m²,LB 50m²,SHM
Rumah Second,"Rp13,5 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 330m²,LB 670m²,SHM
Rumah Second,"Rp5,5 M","Jagakarsa, Kota Jakarta Selatan",19 KT,LT 565m²,LB 750m²,SHM
Rumah Second,Rp4 M,"Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 270m²,LB 100m²,SHM
Rumah Second,"Rp1,5 M","Cakung, Kota Jakarta Timur",4 KT,LT 120m²,LB 120m²,SHM
Rumah Second,Rp755 Jt,"Pasar Rebo, Kota Jakarta Timur",3 KT,LT 44m²,LB 52m²,SHM
Rumah Second,Rp4 M,"Cilandak, Kota Jakarta Selatan",4 KT,LT 132m²,LB 180m²,SHM
Rumah Second,"Rp2,7 M","Cipayung, Kota Jakarta Timur",4 KT,LT 486m²,LB 203m²,SHM
Rumah Second,"Rp17,5 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 264m²,LB 603m²,SHM
Rumah Second,Rp7 M,"Ciracas, Kota Jakarta Timur",7 KT,LT 506m²,LB 287m²,SHM
Rumah Second,Rp420 Jt,"Jatinegara, Kota Jakarta Timur",2 KT,LT 34m²,LB 34m²,
Rumah Second,"Rp2,5 M","Kembangan, Kota Jakarta Barat",4 KT,LT 218m²,LB 180m²,SHM
Rumah Second,Rp890 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 72m²,LB 47m²,SHM
Rumah Second,"Rp8,4 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 595m²,LB 238m²,SHM
Rumah Second,"Rp4,2 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 162m²,LB 234m²,SHM
Rumah Second,"Rp2,4 M","Cakung, Kota Jakarta Timur",5 KT,LT 160m²,LB 150m²,SHM
Rumah Second,"Rp3,2 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 148m²,LB 200m²,SHM
Rumah Second,"Rp3,2 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 148m²,LB 200m²,SHM
Rumah Second,"Rp5,9 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 350m²,LB 120m²,SHM
Rumah Second,Rp2 M,"Cakung, Kota Jakarta Timur",3 KT,LT 120m²,LB 200m²,SHM
Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 120m²,SHM
Rumah Second,"Rp2,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 84m²,LB 130m²,SHM
Rumah Second,"Rp4,8 M","Pesanggrahan, Kota Jakarta Selatan",3 KT,LT 150m²,LB 180m²,SHM
Rumah Second,Rp530 Jt,"Pancoran, Kota Jakarta Selatan",2 KT,LT 55m²,LB 55m²,SHM
Rumah Second,"Rp3,6 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 162m²,LB 250m²,SHM
Rumah Second,Rp495 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 29m²,LB 57m²,SHM
Rumah Second,Rp495 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 29m²,LB 57m²,SHM
