type,price,loc,kamar_tidur,luas_tanah,luas_bangunan,sertifikasi
Rumah Second,"Rp9,5 M","Penjaringan, Kota Jakarta Utara",4 KT,LT 250m²,LB 500m²,SHM
Rumah Second,"Rp4,7 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 141m²,LB 195m²,SHM
Rumah Second,"Rp2,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 120m²,SHM
Rumah Second,"Rp2,9 M","Matraman, Kota Jakarta Timur",8 KT,LT 282m²,LB 305m²,SHM
Rumah Second,"Rp5,8 M","Tanah Abang, Kota Jakarta Pusat",4 KT,LT 126m²,LB 126m²,SHM
Rumah Second,"Rp1,8 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 103m²,LB 130m²,SHM
Rumah Second,Rp16 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",6 KT,LT 491m²,LB 350m²,SHM
Rumah Second,"Rp2,9 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 115m²,SHM
Rumah Second,"Rp4,7 M","Makasar, Kota Jakarta Timur",13 KT,LT 290m²,LB 525m²,SHM
Rumah Second,"Rp4,8 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",7 KT,LT 589m²,LB 589m²,SHM
Rumah Second,"Rp4,5 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 207m²,LB 280m²,SHM
Rumah Second,"Rp3,5 M","Matraman, Kota Jakarta Timur",2 KT,LT 235m²,LB 250m²,SHM
Rumah Second,"Rp1,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 73m²,LB 120m²,SHM
Rumah Second,Rp495 Jt,"Cempaka Putih, Kota Jakarta Pusat",2 KT,LT 21m²,LB 40m²,SHM
Rumah Second,Rp13 M,"Kelapa Gading, Kota Jakarta Utara",4 KT,LT 594m²,LB 700m²,SHM
Rumah Second,Rp595 Jt,"Cempaka Putih, Kota Jakarta Pusat",2 KT,LT 35m²,LB 65m²,SHM
Rumah Second,Rp495 Jt,"Cempaka Putih, Kota Jakarta Pusat",1 KT,LT 18m²,LB 35m²,SHM
Rumah Second,Rp4 M,"Cengkareng, Kota Jakarta Barat",5 KT,LT 100m²,LB 250m²,SHM
Rumah Second,"Rp6,4 M","Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 220m²,LB 220m²,HGB
Rumah Second,"Rp3,8 M","Grogol Petamburan, Kota Jakarta Barat",5 KT,LT 128m²,LB 330m²,SHM
Rumah Second,Rp17 M,"Grogol Petamburan, Kota Jakarta Barat",4 KT,LT 313m²,LB 700m²,SHM
Rumah Second,"Rp2,7 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 109m²,LB 190m²,SHM
Rumah Second,Rp690 Jt,"Tanah Abang, Kota Jakarta Pusat",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,Rp550 Jt,"Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 36m²,LB 36m²,SHM
Rumah Second,Rp495 Jt,"Cipayung, Kota Jakarta Timur",2 KT,LT 40m²,LB 76m²,SHM
Rumah Second,"Rp1,8 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 67m²,LB 112m²,SHM
Rumah Second,"Rp3,9 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 265m²,LB 260m²,SHM
Rumah Second,"Rp2,6 M","Kemayoran, Kota Jakarta Pusat",3 KT,LT 75m²,LB 140m²,SHM
Rumah Second,"Rp6,5 M","Pasar Minggu, Kota Jakarta Selatan",9 KT,LT 600m²,LB 500m²,SHM
Rumah Second,"Rp2,5 M","Cakung, Kota Jakarta Timur",5 KT,LT 250m²,LB 365m²,SHM
Rumah Second,Rp875 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 58m²,LB 59m²,SHM
Rumah Second,Rp550 Jt,"Sawah Besar, Kota Jakarta Pusat",3 KT,LT 64m²,LB 120m²,
Rumah Second,Rp15 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 250m²,LB 600m²,SHM
Rumah Second,"Rp1,8 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 87m²,LB 140m²,SHM
Rumah Second,"Rp1,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",3 KT,LT 105m²,LB 150m²,SHM
Rumah Second,"Rp2,4 M","Cakung, Kota Jakarta Timur",5 KT,LT 160m²,LB 150m²,SHM
Rumah Second,"Rp9,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",9 KT,LT 588m²,LB 870m²,SHM
Rumah Second,"Rp7,8 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 1123m²,LB 150m²,SHM
Rumah Second,"Rp10,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",8 KT,LT 387m²,LB 500m²,SHM
Rumah Second,"Rp1,6 M","Duren Sawit, Kota Jakarta Timur",3 KT,LT 80m²,LB 90m²,SHM
Rumah Second,"Rp2,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 150m²,LB 150m²,SHM
Rumah Second,"Rp8,5 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 390m²,LB 300m²,SHM
Rumah Second,Rp900 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 99m²,LB 85m²,SHM
Rumah Second,"Rp3,8 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 122m²,LB 210m²,SHM
Rumah Second,Rp900 Jt,"Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 145m²,SHM
Rumah Second,"Rp5,8 M","Pesanggrahan, Kota Jakarta Selatan",6 KT,LT 420m²,LB 180m²,SHM
Rumah Second,Rp795 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 44m²,LB 60m²,SHM
Rumah Second,"Rp4,2 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 105m²,LB 210m²,SHM
Rumah Second,"Rp4,8 M","Duren Sawit, Kota Jakarta Timur",6 KT,LT 330m²,LB 300m²,SHM
Rumah Second,"Rp1,5 M","Ciracas, Kota Jakarta Timur",3 KT,LT 66m²,LB 75m²,SHM
Rumah Second,"Rp22,9 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 410m²,LB 550m²,SHM
Rumah Second,"Rp6,5 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 230m²,LB 400m²,SHM
Rumah Second,Rp240 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 24m²,LB 40m²,SHM
Rumah Second,"Rp2,1 M","Cipayung, Kota Jakarta Timur",3 KT,LT 97m²,LB 165m²,SHM
Rumah Second,Rp36 M,"Setiabudi (Setia Budi), Kota Jakarta Selatan",5 KT,LT 509m²,LB 650m²,SHM
Rumah Second,"Rp4,2 M","Cakung, Kota Jakarta Timur",3 KT,LT 142m²,LB 142m²,
Rumah Second,Rp3 M,"Cakung, Kota Jakarta Timur",3 KT,LT 107m²,LB 107m²,
Rumah Second,"Rp3,8 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 96m²,LB 280m²,SHM
Rumah Second,"Rp4,8 M","Setiabudi (Setia Budi), Kota Jakarta Selatan",4 KT,LT 166m²,LB 160m²,SHM
Rumah Second,Rp10 M,"Cengkareng, Kota Jakarta Barat",5 KT,LT 200m²,LB 480m²,SHM
Rumah Second,"Rp2,6 M","Cakung, Kota Jakarta Timur",3 KT,LT 98m²,LB 120m²,
Rumah Second,"Rp4,5 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 190m²,LB 300m²,SHM
Rumah Second,"Rp5,9 M","Kembangan, Kota Jakarta Barat",5 KT,LT 189m²,LB 213m²,SHM
Rumah Second,Rp20 M,"Cengkareng, Kota Jakarta Barat",11 KT,LT 473m²,LB 573m²,SHM
Rumah Second,"Rp8,5 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 519m²,LB 500m²,SHM
Rumah Second,"Rp15,5 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 335m²,LB 400m²,SHM
Rumah Second,"Rp6,1 M","Cakung, Kota Jakarta Timur",6 KT,LT 198m²,LB 200m²,
Rumah Second,Rp946 Jt,"Taman Sari, Kota Jakarta Barat",2 KT,LT 50m²,LB 88m²,SHM
Rumah Second,"Rp4,2 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 142m²,LB 142m²,
Rumah Second,"Rp2,9 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 108m²,LB 230m²,SHM
Rumah Second,Rp290 Jt,"Cakung, Kota Jakarta Timur",3 KT,LT 60m²,LB 60m²,SHM
Rumah Second,"Rp4,6 M","Cilandak, Kota Jakarta Selatan",6 KT,LT 225m²,LB 300m²,SHM
Rumah Second,Rp1 M,"Jagakarsa, Kota Jakarta Selatan",2 KT,LT 87m²,LB 87m²,SHM
Rumah Second,"Rp2,5 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 88m²,LB 92m²,SHM
Rumah Second,"Rp3,4 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 99m²,LB 240m²,SHM
Rumah Second,"Rp9,5 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 625m²,LB 700m²,SHM
Rumah Second,"Rp5,2 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 144m²,LB 325m²,SHM
Rumah Second,Rp900 Jt,"Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 60m²,LB 120m²,SHM
Rumah Second,"Rp3,5 M","Matraman, Kota Jakarta Timur",2 KT,LT 235m²,LB 250m²,SHM
Rumah Second,"Rp3,7 M","Kebon Jeruk, Kota Jakarta Barat",4 KT,LT 105m²,LB 140m²,SHM
Rumah Second,"Rp1,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 68m²,LB 125m²,SHM
Rumah Second,"Rp2,6 M","Kemayoran, Kota Jakarta Pusat",4 KT,LT 75m²,LB 140m²,SHM
Rumah Second,Rp20 M,"Mampang Prapatan, Kota Jakarta Selatan",7 KT,LT 687m²,LB 550m²,SHM
Rumah Second,Rp1 M,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 107m²,LB 108m²,SHM
Rumah Second,"Rp4,6 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 122m²,LB 250m²,SHM
Rumah Second,Rp82 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 2053m²,LB 1000m²,SHM
Rumah Second,Rp3 M,"Ciracas, Kota Jakarta Timur",9 KT,LT 137m²,LB 137m²,SHM
Rumah Second,"Rp3,3 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 162m²,LB 200m²,SHM
Rumah Second,Rp2 M,"Tanjung Priok, Kota Jakarta Utara",2 KT,LT 112m²,LB 100m²,SHM
Rumah Second,"Rp1,7 M","Pasar Rebo, Kota Jakarta Timur",4 KT,LT 140m²,LB 124m²,SHM
Rumah Second,"Rp4,9 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 180m²,LB 320m²,SHM
Rumah Second,"Rp3,5 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 77m²,LB 220m²,SHM
Rumah Second,Rp25 M,"Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 353m²,LB 600m²,SHM
Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 139m²,LB 100m²,SHM
Rumah Second,"Rp6,7 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 189m²,LB 320m²,SHM
Rumah Second,Rp8 M,"Tanjung Priok, Kota Jakarta Utara",4 KT,LT 220m²,LB 341m²,SHM
Rumah Second,"Rp5,7 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 180m²,LB 260m²,SHM
Rumah Second,"Rp7,5 M","Tanjung Priok, Kota Jakarta Utara",4 KT,LT 210m²,LB 400m²,SHM
Rumah Second,Rp350 Jt,"Duren Sawit, Kota Jakarta Timur",2 KT,LT 59m²,LB 59m²,SHM
Rumah Second,"Rp10,5 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 231m²,LB 300m²,SHM
Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 53m²,LB 180m²,SHM
Rumah Second,"Rp4,5 M","Jagakarsa, Kota Jakarta Selatan",6 KT,LT 115m²,LB 280m²,SHM
Rumah Second,"Rp8,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 247m²,LB 530m²,SHM
Rumah Second,"Rp11,5 M","Pal Merah (Palmerah), Kota Jakarta Barat",10 KT,LT 1083m²,LB 536m²,SHM
Rumah Second,"Rp1,4 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 60m²,LB 120m²,SHM
Rumah Second,Rp350 Jt,"Jatinegara, Kota Jakarta Timur",1 KT,LT 48m²,LB 48m²,SHM
Rumah Second,"Rp2,8 M","Cakung, Kota Jakarta Timur",3 KT,LT 160m²,LB 250m²,SHM
Rumah Second,"Rp4,8 M","Tebet, Kota Jakarta Selatan",4 KT,LT 130m²,LB 100m²,SHM
Rumah Second,"Rp19,5 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 369m²,LB 600m²,SHM
Rumah Second,"Rp5,9 M","Kembangan, Kota Jakarta Barat",4 KT,LT 195m²,LB 250m²,SHM
Rumah Second,"Rp4,9 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 120m²,LB 234m²,SHM
Rumah Second,"Rp2,1 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 75m²,LB 160m²,SHM
Rumah Second,Rp500 Jt,"Menteng, Kota Jakarta Pusat",3 KT,LT 100m²,LB 75m²,SHM
Rumah Second,"Rp4,5 M","Kembangan, Kota Jakarta Barat",3 KT,LT 160m²,LB 130m²,SHM
Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 75m²,LB 160m²,SHM
Rumah Second,"Rp2,7 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 98m²,LB 150m²,SHM
Rumah Second,"Rp2,2 M","Kebayoran Lama, Kota Jakarta Selatan",4 KT,LT 60m²,LB 100m²,SHM
Rumah Second,"Rp3,2 M","Cilandak, Kota Jakarta Selatan",3 KT,LT 139m²,LB 180m²,SHM
Rumah Second,"Rp4,5 M","Pasar Minggu, Kota Jakarta Selatan",4 KT,LT 168m²,LB 200m²,SHM
Rumah Second,"Rp4,5 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 286m²,LB 189m²,SHM
Rumah Second,"Rp13,5 M","Pasar Minggu, Kota Jakarta Selatan",5 KT,LT 500m²,LB 450m²,SHM
Rumah Second,Rp900 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 55m²,LB 90m²,SHM
Rumah Second,"Rp2,4 M","Makasar, Kota Jakarta Timur",4 KT,LT 105m²,LB 165m²,SHM
Rumah Second,"Rp6,9 M","Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 340m²,LB 500m²,SHM
Rumah Second,"Rp1,6 M","Kalideres, Kota Jakarta Barat",3 KT,LT 90m²,LB 116m²,SHM
Rumah Second,"Rp5,5 M","Cilandak, Kota Jakarta Selatan",4 KT,LT 234m²,LB 205m²,HGB
Rumah Second,"Rp10,5 M","Makasar, Kota Jakarta Timur",6 KT,LT 590m²,LB 200m²,SHM
Rumah Second,Rp3 M,"Kelapa Gading, Kota Jakarta Utara",4 KT,LT 107m²,LB 107m²,
Rumah Second,Rp9 M,"Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 400m²,LB 250m²,SHM
Rumah Second,"Rp2,9 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 102m²,LB 102m²,SHM
Rumah Second,"Rp2,8 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",3 KT,LT 100m²,LB 200m²,SHM
Rumah Second,"Rp6,2 M","Tanjung Priok, Kota Jakarta Utara",5 KT,LT 114m²,LB 266m²,SHM
Rumah Second,"Rp1,9 M","Jagakarsa, Kota Jakarta Selatan",2 KT,LT 97m²,LB 60m²,SHM
Rumah Second,"Rp13,5 M","Pasar Minggu, Kota Jakarta Selatan",2 KT,LT 500m²,LB 321m²,SHM
Rumah Second,"Rp2,3 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 71m²,LB 230m²,SHM
Rumah Second,"Rp23,3 M","Kebayoran Lama, Kota Jakarta Selatan",5 KT,LT 778m²,LB 611m²,SHM
Rumah Second,"Rp2,9 M","Kelapa Gading, Kota Jakarta Utara",4 KT,LT 102m²,LB 144m²,SHM
Rumah Second,"Rp4,5 M","Pesanggrahan, Kota Jakarta Selatan",5 KT,LT 190m²,LB 300m²,SHM
Rumah Second,"Rp2,9 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 108m²,LB 230m²,SHM
Rumah Second,"Rp3,4 M","Kembangan, Kota Jakarta Barat",5 KT,LT 126m²,LB 200m²,SHM
Rumah Second,"Rp5,4 M","Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 217m²,LB 340m²,SHM
Rumah Second,Rp5 M,"Kebayoran Baru, Kota Jakarta Selatan",6 KT,LT 170m²,LB 275m²,SHM
Rumah Second,Rp650 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 60m²,LB 60m²,SHM
Rumah Second,"Rp4,5 M","Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 190m²,LB 300m²,SHM
Rumah Second,Rp6 M,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 171m²,LB 226m²,SHM
Rumah Second,"Rp4,5 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",8 KT,LT 285m²,LB 450m²,SHM
Rumah Second,Rp5 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 205m²,LB 290m²,SHM
Rumah Second,"Rp3,5 M","Cakung, Kota Jakarta Timur",7 KT,LT 317m²,LB 417m²,SHM
Rumah Second,"Rp3,3 M","Jagakarsa, Kota Jakarta Selatan",4 KT,LT 95m²,LB 250m²,SHM
Rumah Second,Rp7 M,"Cilandak, Kota Jakarta Selatan",3 KT,LT 350m²,LB 200m²,SHM
Rumah Second,Rp17 M,"Grogol Petamburan, Kota Jakarta Barat",4 KT,LT 313m²,LB 700m²,SHM
Rumah Second,Rp750 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 40m²,LB 50m²,SHM
Rumah Second,"Rp2,7 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 109m²,LB 200m²,SHM
Rumah Second,"Rp8,4 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 595m²,LB 238m²,SHM
Rumah Second,Rp90 Jt,"Cakung, Kota Jakarta Timur",2 KT,LT 100m²,LB 97m²,HGB
Rumah Second,"Rp4,6 M","Cilandak, Kota Jakarta Selatan",5 KT,LT 225m²,LB 300m²,SHM
Rumah Second,Rp3 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",7 KT,LT 135m²,LB 320m²,SHM
Rumah Second,Rp400 Jt,"Cengkareng, Kota Jakarta Barat",3 KT,LT 28m²,LB 56m²,SHM
Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 87m²,LB 100m²,SHM
Rumah Second,Rp15 Jt,"Menteng, Kota Jakarta Pusat",3 KT,LT 100m²,LB 75m²,SHM
Rumah Second,Rp2 M,"Duren Sawit, Kota Jakarta Timur",4 KT,LT 110m²,LB 140m²,SHM
Rumah Second,Rp297 M,"Menteng, Kota Jakarta Pusat",3 KT,LT 2975m²,LB 700m²,SHM
Rumah Second,Rp4 M,"Kalideres, Kota Jakarta Barat",5 KT,LT 190m²,LB 300m²,SHM
Rumah Second,"Rp3,3 M","Tebet, Kota Jakarta Selatan",7 KT,LT 178m²,LB 250m²,SHM
Rumah Second,Rp765 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 44m²,LB 50m²,SHM
Rumah Second,"Rp2,5 M","Kebayoran Lama, Kota Jakarta Selatan",3 KT,LT 173m²,LB 150m²,SHM
Rumah Second,Rp255 Jt,"Senen, Kota Jakarta Pusat",1 KT,LT 15m²,LB 30m²,SHM
Rumah Second,Rp2 M,"Pulogadung (Pulo Gadung), Kota Jakarta Timur",2 KT,LT 80m²,LB 60m²,SHM
Rumah Second,"Rp1,3 M","Cakung, Kota Jakarta Timur",5 KT,LT 90m²,LB 180m²,SHM
Rumah Second,"Rp10,5 M","Menteng, Kota Jakarta Pusat",5 KT,LT 308m²,LB 310m²,SHM
Rumah Second,"Rp1,1 M","Kembangan, Kota Jakarta Barat",3 KT,LT 78m²,LB 95m²,
Rumah Second,"Rp1,5 M","Matraman, Kota Jakarta Timur",3 KT,LT 48m²,LB 95m²,SHM
Rumah Second,"Rp5,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 192m²,LB 235m²,SHM
Rumah Second,"Rp5,5 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",4 KT,LT 192m²,LB 235m²,SHM
Rumah Second,Rp3 M,"Cakung, Kota Jakarta Timur",3 KT,LT 130m²,LB 200m²,
Rumah Second,"Rp1,8 M","Duren Sawit, Kota Jakarta Timur",5 KT,LT 92m²,LB 250m²,SHM
Rumah Second,Rp50 M,"Menteng, Kota Jakarta Pusat",4 KT,LT 542m²,LB 318m²,SHM
Rumah Second,"Rp14,5 M","Cempaka Putih, Kota Jakarta Pusat",6 KT,LT 430m²,LB 550m²,SHM
Rumah Second,"Rp2,4 M","Kramatjati (Kramat Jati), Kota Jakarta Timur",4 KT,LT 105m²,LB 165m²,SHM
Rumah Second,Rp725 Jt,"Mampang Prapatan, Kota Jakarta Selatan",3 KT,LT 65m²,LB 65m²,SHM
Rumah Second,Rp479 Jt,"Johar Baru, Kota Jakarta Pusat",2 KT,LT 21m²,LB 40m²,SHM
Rumah Second,"Rp1,6 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 105m²,LB 130m²,SHM
Rumah Second,"Rp1,1 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 76m²,LB 150m²,SHM
Rumah Second,Rp200 Jt,"Kalideres, Kota Jakarta Barat",1 KT,LT 30m²,LB 60m²,SHM
Rumah Second,"Rp2,6 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 132m²,LB 170m²,SHM
Rumah Second,"Rp2,2 M","Kelapa Gading, Kota Jakarta Utara",2 KT,LT 105m²,LB 196m²,SHM
Rumah Second,"Rp4,5 M","Cakung, Kota Jakarta Timur",2 KT,LT 278m²,LB 156m²,
Rumah Second,Rp45 M,"Kebayoran Lama, Kota Jakarta Selatan",7 KT,LT 597m²,LB 450m²,
Rumah Second,"Rp7,5 M","Jagakarsa, Kota Jakarta Selatan",7 KT,LT 294m²,LB 272m²,SHM
Rumah Second,"Rp2,2 M","Jagakarsa, Kota Jakarta Selatan",5 KT,LT 81m²,LB 180m²,SHM
Rumah Second,Rp28 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 500m²,LB 348m²,SHM
Rumah Second,"Rp7,5 M","Kelapa Gading, Kota Jakarta Utara",3 KT,LT 180m²,LB 350m²,SHM
Rumah Second,Rp285 Jt,"Tanah Abang, Kota Jakarta Pusat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,"Rp3,7 M","Cilincing, Kota Jakarta Utara",3 KT,LT 625m²,LB 180m²,SHM
Rumah Second,"Rp3,3 M","Cakung, Kota Jakarta Timur",5 KT,LT 170m²,LB 141m²,
Rumah Second,"Rp1,9 M","Pulogadung (Pulo Gadung), Kota Jakarta Timur",5 KT,LT 82m²,LB 156m²,SHM
Rumah Second,Rp285 Jt,"Kalideres, Kota Jakarta Barat",2 KT,LT 60m²,LB 55m²,SHM
Rumah Second,Rp20 M,"Kebayoran Baru, Kota Jakarta Selatan",3 KT,LT 398m²,LB 300m²,SHM
Rumah Second,"Rp14,2 M","Kebayoran Lama, Kota Jakarta Selatan",6 KT,LT 407m²,LB 407m²,SHM
Rumah Second,"Rp1,3 M","Ciracas, Kota Jakarta Timur",3 KT,LT 105m²,LB 94m²,SHM
Rumah Second,Rp5 M,"Pesanggrahan, Kota Jakarta Selatan",4 KT,LT 163m²,LB 300m²,
Rumah Second,Rp2 M,"Cakung, Kota Jakarta Timur",4 KT,LT 90m²,LB 180m²,SHM
Rumah Second,Rp495 Jt,"Jagakarsa, Kota Jakarta Selatan",3 KT,LT 28m²,LB 57m²,SHM
Rumah Second,"Rp4,5 M","Tanjung Priok, Kota Jakarta Utara",3 KT,LT 105m²,LB 420m²,SHM
Rumah Second,"Rp1,5 M","Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 72m²,LB 126m²,SHM
Rumah Second,"Rp2,5 M","Tambora, Kota Jakarta Barat",5 KT,LT 162m²,LB 200m²,SHM
Rumah Second,"Rp2,7 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 125m²,LB 325m²,
Rumah Second,Rp26 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 384m²,LB 350m²,SHM
Rumah Second,Rp535 Jt,"Johar Baru, Kota Jakarta Pusat",1 KT,LT 30m²,LB 40m²,SHM
Rumah Second,"Rp27,5 M","Kebayoran Baru, Kota Jakarta Selatan",5 KT,LT 710m²,LB 500m²,SHM
Rumah Second,Rp165 Jt,"Matraman, Kota Jakarta Timur",2 KT,LT 30m²,LB 30m²,
Rumah Second,Rp155 Jt,"Matraman, Kota Jakarta Timur",2 KT,LT 30m²,LB 30m²,
Rumah Second,"Rp1,2 M","Pasar Minggu, Kota Jakarta Selatan",2 KT,LT 72m²,LB 72m²,SHM
Rumah Second,Rp984 Jt,"Kemayoran, Kota Jakarta Pusat",3 KT,LT 37m²,LB 58m²,SHM
Rumah Second,Rp45 M,"Kebayoran Baru, Kota Jakarta Selatan",4 KT,LT 380m²,LB 500m²,SHM
Rumah Second,Rp315 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 66m²,LB 45m²,SHM
Rumah Second,Rp350 Jt,"Ciracas, Kota Jakarta Timur",2 KT,LT 64m²,LB 55m²,
Rumah Second,Rp275 Jt,"Pasar Minggu, Kota Jakarta Selatan",2 KT,LT 63m²,LB 40m²,SHM
Rumah Second,Rp195 Jt,"Pasar Minggu, Kota Jakarta Selatan",2 KT,LT 25m²,LB 25m²,
Rumah Second,"Rp10,5 M","Makasar, Kota Jakarta Timur",6 KT,LT 590m²,LB 200m²,SHM
Rumah Second,Rp975 Jt,"Cipayung, Kota Jakarta Timur",4 KT,LT 100m²,LB 140m²,SHM
Rumah Second,"Rp1,5 M","Cipayung, Kota Jakarta Timur",4 KT,LT 67m²,LB 130m²,SHM
Rumah Second,"Rp3,5 M","Duren Sawit, Kota Jakarta Timur",4 KT,LT 126m²,LB 250m²,SHM
Rumah Second,"Rp13,5 M","Pasar Minggu, Kota Jakarta Selatan",3 KT,LT 500m²,LB 321m²,SHM
Rumah Second,"Rp3,5 M","Kembangan, Kota Jakarta Barat",4 KT,LT 189m²,LB 167m²,SHM
Rumah Second,"Rp3,7 M","Duren Sawit, Kota Jakarta Timur",1 KT,LT 154m²,LB 80m²,SHM
Rumah Second,Rp5 M,"Cempaka Putih, Kota Jakarta Pusat",3 KT,LT 269m²,LB 239m²,SHM
Rumah Second,Rp17 M,"Mampang Prapatan, Kota Jakarta Selatan",12 KT,LT 977m²,LB 572m²,SHM
Rumah Second,"Rp1,3 M","Jagakarsa, Kota Jakarta Selatan",3 KT,LT 147m²,LB 147m²,SHM
Rumah Second,Rp35 M,"Tebet, Kota Jakarta Selatan",7 KT,LT 868m²,LB 487m²,SHM
Rumah Second,"Rp2,5 M","Pademangan, Kota Jakarta Utara",5 KT,LT 104m²,LB 200m²,SHM
